BLOCKID|DISTRICT
440010304002009|00030
440010304002010|00030
440010304002011|00030
440010304002012|00030
440010304002013|00030
440010304002014|00030
440010304002015|00030
440010304002016|00030
440010304002017|00030
440010304002018|00030
440010304002019|00030
440010304002020|00030
440010304002021|00030
440010304002022|00030
440010304002023|00030
440010304002024|00030
440010304002025|00030
440010304002026|00030
440010304002027|00030
440010304002028|00030
440010304002029|00030
440010304002030|00030
440010304003000|00030
440010304003001|00030
440010304003002|00030
440010304003003|00030
440010304003004|00030
440010304003005|00030
440010304003006|00030
440010304003007|00030
440010304003008|00030
440010304003009|00030
440010304003010|00030
440010304003011|00030
440010304003012|00030
440010304003013|00030
440010304003014|00030
440010304003015|00030
440010304003016|00030
440010304003017|00030
440010304003018|00030
440010304003019|00030
440010304003020|00030
440010304003021|00030
440010304003022|00030
440010304003023|00030
440010304003024|00030
440010304003025|00030
440010304003026|00030
440010304003027|00030
440010304003028|00030
440010304003029|00030
440010304003030|00030
440010304003031|00030
440010304003032|00030
440010304003033|00030
440010304003034|00030
440010304003035|00030
440010304003036|00030
440010304003037|00030
440010304003038|00030
440010304003039|00030
440010305001000|00065
440010305001001|00065
440010305001002|00065
440010305001003|00065
440010305001004|00065
440010305001005|00065
440010305001006|00065
440010305001007|00065
440010305001008|00065
440010305001009|00065
440010305001010|00065
440010305001011|00065
440010305001012|00065
440010305001013|00065
440010305001014|00065
440010305001015|00065
440010305001016|00065
440010305001017|00065
440010305001018|00065
440010305001019|00065
440010305002000|00065
440010305002001|00065
440010305002002|00065
440010305002003|00065
440010305002004|00065
440010305002005|00065
440010305002006|00065
440010305002007|00065
440010305002008|00065
440010305002009|00065
440010305002010|00065
440010305002011|00065
440010305002012|00065
440010305002013|00065
440010305002014|00065
440010305002015|00065
440010305002016|00065
440010305002017|00065
440010305002018|00065
440010305002019|00065
440010305002020|00065
440010305002021|00065
440010305003000|00065
440010305003001|00065
440010305003002|00065
440010305003003|00065
440010305003004|00065
440010305003005|00065
440010305003006|00065
440010305003007|00065
440010305003008|00065
440010305003009|00065
440010305003010|00065
440010305003011|00065
440010305003012|00065
440010305003013|00065
440010305003014|00065
440010305003015|00065
440010305003016|00065
440010305003017|00065
440010305003018|00065
440010305003019|00065
440010305003020|00065
440010305003021|00065
440010305003022|00065
440010305003023|00065
440010305003024|00065
440010305003025|00065
440010305003026|00065
440010305003027|00065
440010305003028|00065
440010305003029|00065
440010305003030|00065
440010305003031|00065
440010305003032|00065
440010305003033|00065
440010305003034|00065
440010306011000|00065
440010306011001|00065
440010306011002|00065
440010306011003|00065
440010306011004|00065
440010306011005|00065
440010306011006|00065
440010306011007|00065
440010306011008|00065
440010306011009|00065
440010306011010|00065
440010306011011|00065
440010306011012|00065
440010306011013|00065
440010306011014|00065
440010306011015|00065
440010306011016|00065
440010306011017|00065
440010306011018|00065
440010306011019|00065
440010306011020|00065
440010306011021|00065
440010306011022|00065
440010306011023|00065
440010306011024|00065
440010306011025|00065
440010306011026|00065
440010306011027|00065
440010306011028|00065
440010306011029|00065
440010306012000|00065
440010306012001|00065
440010306012002|00065
440010306012003|00065
440010306012004|00065
440010306012005|00065
440010306012006|00065
440010306012007|00065
440010306012008|00065
440010306012009|00065
440010306012010|00065
440010306012011|00065
440010306012012|00065
440010306012013|00065
440010306012014|00065
440010306012015|00065
440010306012016|00065
440010306012017|00065
440010306012018|00065
440010306012019|00065
440010306012020|00065
440010306012021|00065
440010306012022|00065
440010306012023|00065
440010306012024|00065
440010306012025|00065
440010306012026|00065
440010306012027|00065
440010306012028|00065
440010306012029|00065
440010306012030|00065
440010306012031|00065
440010306012032|00065
440010306012033|00065
440010306012034|00065
440010306012035|00065
440010306013000|00065
440010306013001|00065
440010306013002|00065
440010306013003|00065
440010306013004|00065
440010306013005|00065
440010306013006|00065
440010306013007|00065
440010306013008|00065
440010306013009|00065
440010306013010|00065
440010306013011|00065
440010306013012|00065
440010306013013|00065
440010306013014|00065
440010306013015|00065
440010306013016|00065
440010306013017|00065
440010306013018|00065
440010306013019|00065
440010306013020|00065
440010306013021|00065
440010306013022|00065
440010306013023|00065
440010306013024|00065
440010306013025|00065
440010306013026|00065
440010306013027|00065
440010306013028|00065
440010306013029|00065
440010306013030|00065
440010306021000|00065
440010306021001|00065
440010306021002|00065
440010306021003|00065
440010306021004|00065
440010306021005|00065
440010306021006|00065
440010306021007|00065
440010306021008|00065
440010306021009|00065
440010306021010|00065
440010306021011|00065
440010306021012|00065
440010306021013|00065
440010306021014|00065
440010306021015|00065
440010306021016|00065
440010306021017|00065
440010306021018|00065
440010306021019|00065
440010306021020|00065
440010306022000|00065
440010306022001|00065
440010306022002|00065
440010306022003|00065
440010306022004|00065
440010306022005|00065
440010306022006|00065
440010306022007|00065
440010306022008|00065
440010306022009|00065
440010306022010|00065
440010306022011|00065
440010306022012|00065
440010306022013|00065
440010306022014|00065
440010306022015|00065
440010306022016|00065
440010306022017|00065
440010306022018|00065
440010306022019|00065
440010306022020|00065
440010306022021|00065
440010306022022|00065
440010306023000|00065
440010306023001|00065
440010306023002|00065
440010306023003|00065
440010306023004|00065
440010306023005|00065
440010306023006|00065
440010306023007|00065
440010306023008|00065
440010306023009|00065
440010306023010|00065
440010306023011|00065
440010306023012|00065
440010306023013|00065
440010306023014|00065
440010306023015|00065
440010306023016|00065
440010306023017|00065
440010306023018|00065
440010306023019|00065
440010306023020|00065
440010306023021|00065
440010306023022|00065
440010306023023|00065
440010306023024|00065
440010306023025|00065
440010306023026|00065
440010306024000|00065
440010306024001|00065
440010306024002|00065
440010306024003|00065
440010306024004|00065
440010306024005|00065
440010306024006|00065
440010306024007|00065
440010306024008|00065
440010306024009|00065
440010306024010|00065
440010306024011|00065
440010307001000|00065
440010307001001|00065
440010307001002|00065
440010307001003|00065
440010307001004|00065
440010307001005|00065
440010307001006|00065
440010307001007|00065
440010307001008|00065
440010307001009|00065
440010307001010|00065
440010307001011|00065
440010307001012|00065
440010307002000|00065
440010307002001|00065
440010307002002|00065
440010307002003|00065
440010307002004|00065
440010307002005|00065
440010307002006|00065
440010307002007|00065
440010307002008|00065
440010307002009|00065
440010307003000|00065
440010307003001|00065
440010307003002|00065
440010307003003|00065
440010307003004|00065
440010307003005|00065
440010307003006|00065
440010307003007|00065
440010307003008|00065
440010307003009|00065
440010307004000|00065
440010307004001|00065
440010307004002|00065
440010307004003|00065
440010307004004|00065
440010307004005|00065
440010307004006|00065
440010307004007|00065
440010307004008|00065
440010307004009|00065
440010307004010|00065
440010307004011|00065
440010307004012|00065
440010307004013|00065
440010307004014|00065
440010307004015|00065
440010307004016|00065
440010307004017|00065
440010307004018|00065
440010307004019|00065
440010307004020|00065
440010307004021|00065
440010307004022|00065
440010308001000|00065
440010308001001|00065
440010308001002|00065
440010308001003|00065
440010308001004|00065
440010308001005|00065
440010308001006|00065
440010308001007|00065
440010308001008|00065
440010308001009|00065
440010308001010|00065
440010308001011|00065
440010308001012|00065
440010308001013|00065
440010308001014|00065
440010308001015|00065
440010308001016|00065
440010308001017|00065
440010308001018|00065
440010308001019|00065
440010308001020|00065
440010308001021|00065
440010308001022|00065
440010308001023|00065
440010308001024|00065
440010308001025|00065
440010308001026|00065
440010308001027|00065
440010308001028|00065
440010308002000|00065
440010308002001|00065
440010308002002|00065
440010308002003|00065
440010308002004|00065
440010308002005|00065
440010308002006|00065
440010308002007|00065
440010308002008|00065
440010308002009|00065
440010308002010|00065
440010308002011|00065
440010308002012|00065
440010308002013|00065
440010308002014|00065
440010308002015|00065
440010308002016|00065
440010308002017|00065
440010308002018|00065
440010308003000|00065
440010308003001|00065
440010308003002|00065
440010308003003|00065
440010308003004|00065
440010308003005|00065
440010308003006|00065
440010308003007|00065
440010308003008|00065
440010308003009|00065
440010308003010|00065
440010308003011|00065
440010308003012|00065
440010308003013|00065
440010308003014|00065
440010308003015|00065
440010308003016|00065
440010308003017|00065
440010308003018|00065
440010308003019|00065
440010308003020|00065
440010308003021|00065
440010308003022|00065
440010309011000|00065
440010309011001|00065
440010309011002|00065
440010309011003|00065
440010309011004|00065
440010309011005|00065
440010309011006|00065
440010309011007|00065
440010309011008|00065
440010309011009|00065
440010309011010|00065
440010309011011|00065
440010309011012|00065
440010309011013|00065
440010309011014|00065
440010309011015|00065
440010309011016|00065
440010309011017|00065
440010309011018|00065
440010309011019|00065
440010309011020|00065
440010309011021|00065
440010309011022|00065
440010309011023|00065
440010309011024|00065
440010309011025|00065
440010309011026|00065
440010309011027|00065
440010309011028|00065
440010309011029|00065
440010309011030|00065
440010309011031|00065
440010309011032|00065
440010309011033|00065
440010309011034|00065
440010309011035|00065
440010309011036|00065
440010309011037|00065
440010309012000|00065
440010309012001|00065
440010309012002|00065
440010309012003|00065
440010309012004|00065
440010309012005|00065
440010309012006|00065
440010309012007|00065
440010309012008|00065
440010309012009|00065
440010309012010|00065
440010309012011|00065
440010309012012|00065
440010309012013|00065
440010309012014|00065
440010309012015|00065
440010309012016|00065
440010309012017|00065
440010309012018|00065
440010309012019|00065
440010309012020|00065
440010309012021|00065
440010309012022|00065
440010309012023|00065
440010309012024|00065
440010309012025|00065
440010309012026|00065
440010309012027|00065
440010309012028|00065
440010309012029|00065
440010309012030|00065
440010309012031|00065
440010309012032|00065
440010309012033|00065
440010309012034|00065
440010309012035|00065
440010309012036|00065
440010309012037|00065
440010309012038|00065
440010309012039|00065
440010309012040|00065
440010309012041|00065
440010309012042|00065
440010309012043|00065
440010309012044|00065
440010309012045|00065
440010309012046|00065
440010309012047|00065
440010309012048|00065
440010309012049|00065
440010309012050|00065
440010309012051|00065
440010309012052|00065
440010309012053|00065
440010309012054|00065
440010309012055|00065
440010309012056|00065
440010309012057|00065
440010309012058|00065
440010309012059|00065
440010309013000|00065
440010309013001|00065
440010309013002|00065
440010309013003|00065
440010309013004|00065
440010309013005|00065
440010309013006|00065
440010309013007|00065
440010309013008|00065
440010309013009|00065
440010309013010|00065
440010309013011|00065
440010309013012|00065
440010309013013|00065
440010309013014|00065
440010309013015|00065
440010309013016|00065
440010309013017|00065
440010309013018|00065
440010309013019|00065
440010309013020|00065
440010309013021|00065
440010309013022|00065
440010309013023|00065
440010309013024|00065
440010309013025|00065
440010309013026|00065
440010309013027|00065
440010309013028|00065
440010309013029|00065
440010309013030|00065
440010309013031|00065
440010309013032|00065
440010309013033|00065
440010309013034|00065
440010309013035|00065
440010309013036|00065
440010309013037|00065
440010309021000|00065
440010309021001|00065
440010309021002|00065
440010309021003|00065
440010309021004|00065
440010309021005|00065
440010309021006|00065
440010309021007|00065
440010309021008|00065
440010309021009|00065
440010309021010|00065
440010309021011|00065
440010309021012|00065
440010309021013|00065
440010309021014|00065
440010309021015|00065
440010309021016|00065
440010309021017|00065
440010309021018|00065
440010309021019|00065
440010309021020|00065
440010309021021|00065
440010309021022|00065
440010309021023|00065
440010309021024|00065
440010309021025|00065
440010309021026|00065
440010309021027|00065
440010309021028|00065
440010309021029|00065
440010309021030|00065
440010309022000|00065
440010309022001|00065
440010309022002|00065
440010309022003|00065
440010309022004|00065
440010309022005|00065
440010309022006|00065
440010309022007|00065
440010309022008|00065
440010309022009|00065
440010309022010|00065
440010309022011|00065
440010309022012|00065
440010309022013|00065
440010309022014|00065
440010309022015|00065
440010309022016|00065
440010309022017|00065
440010309022018|00065
440010309022019|00065
440010309022020|00065
440010309022021|00065
440010309022022|00065
440010309022023|00065
440010309022024|00065
440010309022025|00065
440010309022026|00065
440010309022027|00065
440010309022028|00065
440010309022029|00065
440010309022030|00065
440010309022031|00065
440010309023000|00065
440010309023001|00065
440010309023002|00065
440010309023003|00065
440010309023004|00065
440010309023005|00065
440010309023006|00065
440010309023007|00065
440010309023008|00065
440010309023009|00065
440010309023010|00065
440010309023011|00065
440010309023012|00065
440010309023013|00065
440010309023014|00065
440010309023015|00065
440010309023016|00065
440010309023017|00065
440010309023018|00065
440010309023019|00065
440010309023020|00065
440010309023021|00065
440010309023022|00065
440010309023023|00065
440010309023024|00065
440010309023025|00065
440010309023026|00065
440010309023027|00065
440010309023028|00065
440010309023029|00065
440010309023030|00065
440010309023031|00065
440010309024000|00065
440010309024001|00065
440010309024002|00065
440010309024003|00065
440010309024004|00065
440010309024005|00065
440010309024006|00065
440010309024007|00065
440010309024008|00065
440010309024009|00065
440010309024010|00065
440010309024011|00065
440010309024012|00065
440010309024013|00065
440010309024014|00065
440010309024015|00065
440010309024016|00065
440010309024017|00065
440010309024018|00065
440010309024019|00065
440010309024020|00065
440010309024021|00065
440010309024022|00065
440010309024023|00065
440010309024024|00065
440010309024025|00065
440030201011000|01140
440030201011001|01140
440030201011002|01140
440030201011003|01140
440030201011004|01140
440030201011005|01140
440030201011006|01140
440030201011007|01140
440030201011008|01140
440030201011009|01140
440030201011010|01140
440030201011011|01140
440030201011012|01140
440030201011013|01140
440030201011014|01140
440030201011015|01140
440030201011016|01140
440030201011017|01140
440030201011018|01140
440030201011019|01140
440030201011020|01140
440030201011021|01140
440030201011022|01140
440030201011023|01140
440030201011024|01140
440030201011025|01140
440030201011026|01140
440030201011027|01140
440030201011028|01140
440030201011029|01140
440030201011030|01140
440030201011031|01140
440030201012000|01140
440030201012001|01140
440030201012002|01140
440030201012003|01140
440030201012004|01140
440030201012005|01140
440030201012006|01140
440030201012007|01140
440030201012008|01140
440030201012009|01140
440030201012010|01140
440030201012011|01140
440030201012012|01140
440030201012013|01140
440030201012014|01140
440030201012015|01140
440030201012016|01140
440030201012017|01140
440030201012018|01140
440030201012019|01140
440030201012020|01140
440030201012021|01140
440030201012022|01140
440030201012023|01140
440030201012024|01140
440030201012025|01140
440030201012026|01140
440030201012027|01140
440030201012028|01140
440030201012029|01140
440030201012030|01140
440030201012031|01140
440030201012032|01140
440030201012033|01140
440030201012034|01140
440030201012035|01140
440030201012036|01140
440030201012037|01140
440030201012038|01140
440030201012039|01140
440030201012040|01140
440030201012041|01140
440030201012042|01140
440030201012043|01140
440030201013000|01140
440030201013001|01140
440030201013002|01140
440030201013003|01140
440030201013004|01140
440030201013005|01140
440030201013006|01140
440030201013007|01140
440030201013008|01140
440030201013009|01140
440030201013010|01140
440030201013011|01140
440030201014000|01140
440030201014001|01140
440030201014002|01140
440030201014003|01140
440030201014004|01140
440030201014005|01140
440030201014006|01140
440030201014007|01140
440030201014008|01140
440030201014009|01140
440030201014010|01140
440030201014011|01140
440030201014012|01140
440030201014013|01140
440030201014014|01140
440030201014015|01140
440030201014016|01140
440030201014017|01140
440030201021000|01140
440030201021001|01140
440030201021002|01140
440030201021003|01140
440030201021004|01140
440030201021005|01140
440030201021006|01140
440030201021007|01140
440030201021008|01140
440030201021009|01140
440030201021010|01140
440030201021011|01140
440030201021012|01140
440030201021013|01140
440030201021014|01140
440030201021015|01140
440030201021016|01140
440030201021017|01140
440030201021018|01140
440030201021019|01140
440030201021020|01140
440030201021021|01140
440030201021022|01140
440030201021023|01140
440030201021024|01140
440030201022000|01140
440030201022001|01140
440030201022002|01140
440030201022003|01140
440030201022004|01140
440030201022005|01140
440030201022006|01140
440030201022007|01140
440030201022008|01140
440030201022009|01140
440030201022010|01140
440030201022011|01140
440030201022012|01140
440030201022013|01140
440030201022014|01140
440030201022015|01140
440030201022016|01140
440030201022017|01140
440030201022018|01140
440030201022019|01140
440030201022020|01140
440030201022021|01140
440030201022022|01140
440030201022023|01140
440030201023000|01140
440030201023001|01140
440030201023002|01140
440030201023003|01140
440030201023004|01140
440030201023005|01140
440030201023006|01140
440030201023007|01140
440030201023008|01140
440030201023009|01140
440030201023010|01140
440030201023011|01140
440030201023012|01140
440030201023013|01140
440030201023014|01140
440030201023015|01140
440030201023016|01140
440030201023017|01140
440030201023018|01140
440030201023019|01140
440030201023020|01140
440030201023021|01140
440030201023022|01140
440030201023023|01140
440030201023024|01140
440030201023025|01140
440030201023026|01140
440030201023027|01140
440030201023028|01140
440030201023029|01140
440030201023030|01140
440030201023031|01140
440030201023032|01140
440030201023033|01140
440030201023034|01140
440030201023035|01140
440030201023036|01140
440030201023037|01140
440030201023038|01140
440030201023039|01140
440030201023040|01140
440030201023041|01140
440030201023042|01140
440030201023043|01140
440030201023044|01140
440030201023045|01140
440030201023046|01140
440030201023047|01140
440030202001000|01140
440030202001001|01140
440030202001002|01140
440030202001003|01140
440030202001004|01140
440030202001005|01140
440030202001006|01140
440030202001007|01140
440030202001008|01140
440030202001009|01140
440030202001010|01140
440030202001011|01140
440030202001012|01140
440030202001013|01140
440030202001014|01140
440030202001015|01140
440030202001016|01140
440030202001017|01140
440030202001018|01140
440030202001019|01140
440030202001020|01140
440030202001021|01140
440030202001022|01140
440030202001023|01140
440030202001024|01140
440030202001025|01140
440030202001026|01140
440030202001027|01140
440030202001028|01140
440030202001029|01140
440030202001030|01140
440030202001031|01140
440030202001032|01140
440030202001033|01140
440030202001034|01140
440030202001035|01140
440030202002000|01140
440030202002001|01140
440030202002002|01140
440030202002003|01140
440030202002004|01140
440030202002005|01140
440030202002006|01140
440030202002007|01140
440030202002008|01140
440030202002009|01140
440030202002010|01140
440030202002011|01140
440030202002012|01140
440030202002013|01140
440030202002014|01140
440030202002015|01140
440030202002016|01140
440030202002017|01140
440030202002018|01140
440030202002019|01140
440030202002020|01140
440030202002021|01140
440030202002022|01140
440030202002023|01140
440030202002024|01140
440030202002025|01140
440030202002026|01140
440030202003000|01140
440030202003001|01140
440030202003002|01140
440030202003003|01140
440030202003004|01140
440030202003005|01140
440030202003006|01140
440030202003007|01140
440030202003008|01140
440030202003009|01140
440030202003010|01140
440030202003011|01140
440030202003012|01140
440030202003013|01140
440030202003014|01140
440030202003015|01140
440030202003016|01140
440030202003017|01140
440030202003018|01140
440030202003019|01140
440030202003020|01140
440030202003021|01140
440030202003022|01140
440030202003023|01140
440030202003024|01140
440030202003025|01140
440030202003026|01140
440030202003027|01140
440030202003028|01140
440030202003029|01140
440030202003030|01140
440030202003031|01140
440030202003032|01140
440030202003033|01140
440030202003034|01140
440030202003035|01140
440030202003036|01140
440030202003037|01140
440030202003038|01140
440030202003039|01140
440030202003040|01140
440030202003041|01140
440030202003042|01140
440030202003043|01140
440030202003044|01140
440030202003045|01140
440030202003046|01140
440030202003047|01140
440030202003048|01140
440030202003049|01140
440030203001000|01140
440030203001001|01140
440030203001002|01140
440030203001003|01140
440030203001004|01140
440030203001005|01140
440030203001006|01140
440030203001007|01140
440030203001008|01140
440030203001009|01140
440030203001010|01140
440030203001011|01140
440030203001012|01140
440030203001013|01140
440030203001014|01140
440030203001015|01140
440030203001016|01140
440030203001017|01140
440030203001018|01140
440030203001019|01140
440030203002000|01140
440030203002001|01140
440030203002002|01140
440030203002003|01140
440030203002004|01140
440030203002005|01140
440030203002006|01140
440030203002007|01140
440030203002008|01140
440030203002009|01140
440030203002010|01140
440030203002011|01140
440030203002012|01140
440030203002013|01140
440030203002014|01140
440030203002015|01140
440030203002016|01140
440030203002017|01140
440030203002018|01140
440030203002019|01140
440030203002020|01140
440030203002021|01140
440030203003000|01140
440030203003001|01140
440030203003002|01140
440030203003003|01140
440030203003004|01140
440030203003005|01140
440030203003006|01140
440030203003007|01140
440030203003008|01140
440030203003009|01140
440030203003010|01140
440030203003011|01140
440030203003012|01140
440030203003013|01140
440030203003014|01140
440030203003015|01140
440030203003016|01140
440030203003017|01140
440030203003018|01140
440030203003019|01140
440030203003020|01140
440030203003021|01140
440030203003022|01140
440030203003023|01140
440030203003024|01140
440030203003025|01140
440030203003026|01140
440030203003027|01140
440030203003028|01140
440030203004000|01140
440030203004001|01140
440030203004002|01140
440030203004003|01140
440030203004004|01140
440030203004005|01140
440030203004006|01140
440030203004007|01140
440030203004008|01140
440030203004009|01140
440030203004010|01140
440030203004011|01140
440030203004012|01140
440030203004013|01140
440030203004014|01140
440030203004015|01140
440030203004016|01140
440030203004017|01140
440030203005000|01140
440030203005001|01140
440030203005002|01140
440030203005003|01140
440030203005004|01140
440030203005005|01140
440030203005006|01140
440030203005007|01140
440030203005008|01140
440030203005009|01140
440030203005010|01140
440030203005011|01140
440030203005012|01140
440030203005013|01140
440030203005014|01140
440030203005015|01140
440030203005016|01140
440030203005017|01140
440030203005018|01140
440030203005019|01140
440030204001000|01140
440030204001001|01140
440030204001002|01140
440030204001003|01140
440030204001004|01140
440030204001005|01140
440030204001006|01140
440030204001007|01140
440030204001008|01140
440030204001009|01140
440030204001010|01140
440030204001011|01140
440030204001012|01140
440030204001013|01140
440030204002000|01140
440030204002001|01140
440030204002002|01140
440030204002003|01140
440030204002004|01140
440030204002005|01140
440030204002006|01140
440030204002007|01140
440030204002008|01140
440030204002009|01140
440030204002010|01140
440030204002011|01140
440030204002012|01140
440030204002013|01140
440030204002014|01140
440030204002015|01140
440030204002016|01140
440030204002017|01140
440030204002018|01140
440030204003000|01140
440030204003001|01140
440030204003002|01140
440030204003003|01140
440030204003004|01140
440030204003005|01140
440030204003006|01140
440030204003007|01140
440030204003008|01140
440030204003009|01140
440030204003010|01140
440030204003011|01140
440030204003012|01140
440030204003013|01140
440030204003014|01140
440030204003015|01140
440030204003016|01140
440030204003017|01140
440030204003018|01140
440030204003019|01140
